time="2024-03-15T01:57:33Z" level=info msg="ArgoCD Notifications Controller is starting" built="2024-03-01T21:24:51Z" commit=fcf5d8c2381b68ab1621b90be63913b12cca2eb7 namespace=argocd version=v2.10.2+fcf5d8c
time="2024-03-15T01:57:33Z" level=info msg="serving metrics on port 9001"
time="2024-03-15T01:57:33Z" level=info msg="loading configuration 9001"
time="2024-03-15T02:03:08Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:11Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:13Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:13Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:16Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:18Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:18Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:18Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:18Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:18Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:18Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:18Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:18Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:18Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:18Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:21Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:21Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:21Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:21Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:23Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:23Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:23Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:23Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:23Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:23Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:23Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:23Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:23Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:23Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:26Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:26Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:26Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:26Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:28Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:28Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:28Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:28Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:28Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:28Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:28Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:28Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:28Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:28Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:31Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:31Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:31Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:31Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:33Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:33Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:33Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:33Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:34Z" level=info msg="invalidated cache for resource in namespace: argocd with the name: argocd-notifications-cm"
time="2024-03-15T02:03:34Z" level=info msg="invalidated cache for resource in namespace: argocd with the name: argocd-notifications-secret"
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/argocd
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/argocd
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/argocd-apps
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/argocd-apps
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/kyverno
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/kyverno
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/kyverno-policy
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/kyverno-policy
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/prometheus
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/prometheus
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/kyverno-policy
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/kyverno-policy
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/argocd
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/argocd
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/kyverno
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/kyverno
time="2024-03-15T02:03:34Z" level=info msg="Start processing" resource=argocd/prometheus
time="2024-03-15T02:03:34Z" level=info msg="Processing completed" resource=argocd/prometheus
time="2024-03-15T02:03:36Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:36Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:36Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:36Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:38Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:38Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:38Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:38Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:38Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:38Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:38Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:38Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:38Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:38Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:41Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:41Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:41Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:41Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:43Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:43Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:43Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:43Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:43Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:43Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:43Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:43Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:43Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:43Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:46Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:46Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:46Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:46Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:48Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:48Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:48Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:48Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:48Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:48Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:48Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:48Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:48Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:48Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:51Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:51Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:51Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:51Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:53Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:53Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:53Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:53Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:53Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:53Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:53Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:53Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:53Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:53Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:56Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:56Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:56Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:56Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:58Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:58Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:58Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:58Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:58Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:58Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:03:58Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:03:58Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:03:58Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:03:58Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:01Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:01Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:01Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:01Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:03Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:03Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:03Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:03Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:03Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:03Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:03Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:03Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:03Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:03Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:06Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:06Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:06Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:06Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:08Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:08Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:08Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:08Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:08Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:08Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:08Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:08Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:08Z" level=info msg="Start processing" resource=argocd/argocd-apps
time="2024-03-15T02:04:08Z" level=info msg="Processing completed" resource=argocd/argocd-apps
time="2024-03-15T02:04:08Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:08Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:11Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:11Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:13Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:13Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:13Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:13Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Start processing" resource=argocd/basic-app-set
time="2024-03-15T02:04:16Z" level=info msg="Processing completed" resource=argocd/basic-app-set
time="2024-03-15T02:04:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Start processing" resource=argocd/app-of-apps
time="2024-03-15T02:04:16Z" level=info msg="Processing completed" resource=argocd/app-of-apps
